Country,SiteID,SiteName,StudyNumber,Measure_Year,Measure_Month,Measure_DOY,Lat_Original,Long_Original,Latitude,Longitude,RS_Paper,RS_Norm,Tsoil(C),SoilMoisture(%),Meas_Method,IGBP_FromPaper,Ecosystem_type,Leaf_habit,DOY_Frequency,Tm,Comments
China,CN-CMO,Chainbai Mountain,5591,2008,8,232,42,128,42.25,128.25,10.121,10.493,15.217,11.336,IRGA,ENF,Forest,Evergreen,10,17.2,B
China,CN-CMO,Chainbai Mountain,5591,2008,8,232,42,128,42.25,128.25,8.117,8.415,14.493,9.704,IRGA,ENF,Forest,Evergreen,10,17.2,A
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.776,4.776,18.208,,IRGA,ENF,Forest,Evergreen,9,17.3,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,6.714,6.714,18.438,,IRGA,ENF,Forest,Evergreen,9,17.3,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,5.071,5.071,16.97,,IRGA,ENF,Forest,Evergreen,9,17.3,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.748,4.748,16.769,,IRGA,ENF,Forest,Evergreen,9,17.3,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.003,4.003,16.049,,IRGA,ENF,Forest,Evergreen,9,17.3,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.762,4.762,16.164,,IRGA,ENF,Forest,Evergreen,9,17.3,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.649,4.649,15.847,,IRGA,ENF,Forest,Evergreen,9,17.3,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,5,135,19.944,-155.262,19.75,-155.25,3.834,3.834,15.531,,IRGA,ENF,Forest,Evergreen,9,17.3,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,5,135,19.944,-155.262,19.75,-155.25,4.143,4.143,13.862,,IRGA,ENF,Forest,Evergreen,9,17.3,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.32,4.32,13.947,,IRGA,ENF,Forest,Evergreen,9,17.7,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,6,165,19.944,-155.262,19.75,-155.25,3.659,3.659,15.012,,IRGA,ENF,Forest,Evergreen,9,17.7,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.698,4.698,15.559,,IRGA,ENF,Forest,Evergreen,9,17.7,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.698,4.698,16.25,,IRGA,ENF,Forest,Evergreen,9,17.7,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.291,4.291,16.25,,IRGA,ENF,Forest,Evergreen,9,17.7,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.797,4.797,16.451,,IRGA,ENF,Forest,Evergreen,9,17.7,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.797,4.797,16.652,,IRGA,ENF,Forest,Evergreen,9,17.7,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,5.626,5.626,17.573,,IRGA,ENF,Forest,Evergreen,9,17.7,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,6,165,19.944,-155.262,19.75,-155.25,4.643,4.643,17.919,,IRGA,ENF,Forest,Evergreen,9,17.7,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,6.133,6.133,19.097,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,7.004,7.004,19.414,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,7.116,7.116,18.436,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,6.006,6.006,18.004,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,5.81,5.81,17.774,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,6.034,6.034,17.745,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,7,195,19.944,-155.262,19.75,-155.25,5.88,5.88,17.515,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,7,195,19.944,-155.262,19.75,-155.25,3.94,3.94,14.551,,IRGA,ENF,Forest,Evergreen,9,17.8,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,7,195,19.944,-155.262,19.75,-155.25,4.404,4.404,13.774,,IRGA,ENF,Forest,Evergreen,9,17.8,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,8,225,19.944,-155.262,19.75,-155.25,5.413,5.413,15.701,,IRGA,ENF,Forest,Evergreen,9,18.3,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,8,225,19.944,-155.262,19.75,-155.25,4.995,4.995,16.708,,IRGA,ENF,Forest,Evergreen,9,18.3,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,5.656,5.656,16.42,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,6.105,6.105,17.37,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,6.274,6.274,17.714,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,7.257,7.257,18.003,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,6.456,6.456,18.337,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,7.047,7.047,19.672,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,8,225,19.944,-155.262,19.75,-155.25,6.906,6.906,20.219,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,6.555,6.555,18.923,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,6.835,6.835,18.376,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,5.585,5.585,17.397,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,6.415,6.415,17.023,,IRGA,ENF,Forest,Evergreen,9,17.8,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,5.572,5.572,16.534,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,5.502,5.502,16.649,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,9,255,19.944,-155.262,19.75,-155.25,5.853,5.853,16.102,,IRGA,ENF,Forest,Evergreen,9,17.8,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,9,255,19.944,-155.262,19.75,-155.25,4.167,4.167,14.203,,IRGA,ENF,Forest,Evergreen,9,17.8,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,9,255,19.944,-155.262,19.75,-155.25,4.911,4.911,13.685,,IRGA,ENF,Forest,Evergreen,9,17.8,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,10,285,19.944,-155.262,19.75,-155.25,4.742,4.742,13.857,,IRGA,ENF,Forest,Evergreen,9,18.3,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,10,285,19.944,-155.262,19.75,-155.25,4.167,4.167,15.238,,IRGA,ENF,Forest,Evergreen,9,18.3,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,5.165,5.165,16.589,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,4.771,4.771,16.849,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,5.305,5.305,16.677,,IRGA,ENF,Forest,Evergreen,9,18.3,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,6.331,6.331,17.339,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,6.331,6.331,17.742,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,6.317,6.317,18.806,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,10,285,19.944,-155.262,19.75,-155.25,6.387,6.387,19.698,,IRGA,ENF,Forest,Evergreen,9,18.3,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,5.011,5.011,17.625,,IRGA,ENF,Forest,Evergreen,9,16.4,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,5.432,5.432,16.992,,IRGA,ENF,Forest,Evergreen,9,16.4,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,4.884,4.884,16.215,,IRGA,ENF,Forest,Evergreen,9,16.4,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,4.716,4.716,15.956,,IRGA,ENF,Forest,Evergreen,9,16.4,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,5.25,5.25,15.956,,IRGA,ENF,Forest,Evergreen,9,16.4,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,4.912,4.912,15.668,,IRGA,ENF,Forest,Evergreen,9,16.4,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,11,315,19.944,-155.262,19.75,-155.25,4.912,4.912,14.546,,IRGA,ENF,Forest,Evergreen,9,16.4,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,11,315,19.944,-155.262,19.75,-155.25,2.917,2.917,13.28,,IRGA,ENF,Forest,Evergreen,9,16.4,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,11,315,19.944,-155.262,19.75,-155.25,4.111,4.111,12.474,,IRGA,ENF,Forest,Evergreen,9,16.4,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,12,345,19.944,-155.262,19.75,-155.25,2.946,2.946,10.89,,IRGA,ENF,Forest,Evergreen,9,16,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2009,12,345,19.944,-155.262,19.75,-155.25,2.51,2.51,11.725,,IRGA,ENF,Forest,Evergreen,9,16,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,4.042,4.042,13.509,,IRGA,ENF,Forest,Evergreen,9,16,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,4.084,4.084,13.738,,IRGA,ENF,Forest,Evergreen,9,16,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,3.775,3.775,13.452,,IRGA,ENF,Forest,Evergreen,9,16,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,3.775,3.775,13.164,,IRGA,ENF,Forest,Evergreen,9,16,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,4.112,4.112,14.229,,IRGA,ENF,Forest,Evergreen,9,16,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,5.236,5.236,14.746,,IRGA,ENF,Forest,Evergreen,9,16,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2009,12,345,19.944,-155.262,19.75,-155.25,4.66,4.66,15.955,,IRGA,ENF,Forest,Evergreen,9,16,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,4.604,4.604,16.443,,IRGA,ENF,Forest,Evergreen,9,16.5,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,5.729,5.729,15.551,,IRGA,ENF,Forest,Evergreen,9,16.5,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.382,3.382,14.774,,IRGA,ENF,Forest,Evergreen,9,16.5,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.677,3.677,14.256,,IRGA,ENF,Forest,Evergreen,9,16.5,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.705,3.705,13.767,,IRGA,ENF,Forest,Evergreen,9,16.5,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.705,3.705,13.537,,IRGA,ENF,Forest,Evergreen,9,16.5,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.382,3.382,12.817,,IRGA,ENF,Forest,Evergreen,9,16.5,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,1,15,19.944,-155.262,19.75,-155.25,2.3,2.3,10.429,,IRGA,ENF,Forest,Evergreen,9,16.5,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,1,15,19.944,-155.262,19.75,-155.25,3.157,3.157,10.688,,IRGA,ENF,Forest,Evergreen,9,16.5,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,2,45,19.944,-155.262,19.75,-155.25,3.101,3.101,9.737,,IRGA,ENF,Forest,Evergreen,9,15.6,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,2,45,19.944,-155.262,19.75,-155.25,2.975,2.975,11.291,,IRGA,ENF,Forest,Evergreen,9,15.6,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,3.944,3.944,12.355,,IRGA,ENF,Forest,Evergreen,9,15.6,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,4.141,4.141,12.845,,IRGA,ENF,Forest,Evergreen,9,15.6,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,3.354,3.354,12.557,,IRGA,ENF,Forest,Evergreen,9,15.6,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,4.45,4.45,13.683,,IRGA,ENF,Forest,Evergreen,9,15.6,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,3.959,3.959,14.14,,IRGA,ENF,Forest,Evergreen,9,15.6,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,5.673,5.673,15.003,,IRGA,ENF,Forest,Evergreen,9,15.6,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,2,45,19.944,-155.262,19.75,-155.25,4.788,4.788,16.068,,IRGA,ENF,Forest,Evergreen,9,15.6,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.956,4.956,16.7,,IRGA,ENF,Forest,Evergreen,9,14.9,SPE 800
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,6.137,6.137,15.952,,IRGA,ENF,Forest,Evergreen,9,14.9,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.648,4.648,15.002,,IRGA,ENF,Forest,Evergreen,9,14.9,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.788,4.788,14.542,,IRGA,ENF,Forest,Evergreen,9,14.9,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.492,4.492,14.972,,IRGA,ENF,Forest,Evergreen,9,14.9,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.492,4.492,14.455,,IRGA,ENF,Forest,Evergreen,9,14.9,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.62,4.62,13.419,,IRGA,ENF,Forest,Evergreen,9,14.9,WPL1274
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,3,75,19.944,-155.262,19.75,-155.25,3.411,3.411,12.613,,IRGA,ENF,Forest,Evergreen,9,14.9,HAK1468
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,3,75,19.944,-155.262,19.75,-155.25,4.437,4.437,11.808,,IRGA,ENF,Forest,Evergreen,9,14.9,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,4,105,19.944,-155.262,19.75,-155.25,3.833,3.833,11.577,,IRGA,ENF,Forest,Evergreen,9,15.4,HAK1600
USA,US-HET,Hakalau Forest National Wildlife Refuge,5894,2010,4,105,19.944,-155.262,19.75,-155.25,3.777,3.777,13.159,,IRGA,ENF,Forest,Evergreen,9,15.4,HAK1468
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,5.323,5.323,14.454,,IRGA,ENF,Forest,Evergreen,9,15.4,WPL1274
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,4.508,4.508,15.26,,IRGA,ENF,Forest,Evergreen,9,15.4,WPL1204
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,5.042,5.042,14.742,,IRGA,ENF,Forest,Evergreen,9,15.4,WPL1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,5.182,5.182,15.605,,IRGA,ENF,Forest,Evergreen,9,15.4,SPE1116
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,5.056,5.056,15.548,,IRGA,ENF,Forest,Evergreen,9,15.4,SPE1024
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,6.194,6.194,17.073,,IRGA,ENF,Forest,Evergreen,9,15.4,SPE934
USA,US-HET,Hawaii Experimental Tropical Forest,5894,2010,4,105,19.944,-155.262,19.75,-155.25,5.266,5.266,19.001,,IRGA,ENF,Forest,Evergreen,9,15.4,SPE 800
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,279,33.5,112,33.75,112.25,2.133,2.211,13.563,28.849,IRGA,DBF,Forest,Deciduous,12,7.6,40 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,279,33.5,112,33.75,112.25,2.513,2.605,13.53,36.423,IRGA,DBF,Forest,Deciduous,12,7.6,143 years control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,279,33.5,112,33.75,112.25,1.563,1.62,13.547,36.035,IRGA,DBF,Forest,Deciduous,12,7.6,48 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,279,33.5,112,33.75,112.25,1.436,1.488,12.859,41.453,IRGA,DBF,Forest,Deciduous,12,7.6,80 years control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,289,33.5,112,33.75,112.25,1.357,1.406,8.551,34.439,IRGA,DBF,Forest,Deciduous,12,7.6,80 years control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,289,33.5,112,33.75,112.25,1.83,1.897,10.548,32.951,IRGA,DBF,Forest,Deciduous,12,7.6,48 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,289,33.5,112,33.75,112.25,2.275,2.358,9.565,27.863,IRGA,DBF,Forest,Deciduous,12,7.6,143 years control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,289,33.5,112,33.75,112.25,1.736,1.799,11.105,24.214,IRGA,DBF,Forest,Deciduous,12,7.6,40 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,302,33.5,112,33.75,112.25,1.206,1.25,,,IRGA,DBF,Forest,Deciduous,12,7.6,40 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,302,33.5,112,33.75,112.25,2.328,2.413,,,IRGA,DBF,Forest,Deciduous,12,7.6,143 years control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,302,33.5,112,33.75,112.25,1.431,1.483,,,IRGA,DBF,Forest,Deciduous,12,7.6,48 years Control
China,CN-BTM,Baotianman Natural Reserve,6090,2008,10,302,33.5,112,33.75,112.25,1.632,1.692,,,IRGA,DBF,Forest,Deciduous,12,7.6,80 years control
Ireland,IE-DOF,Dooary Forest,6446,2008,11,307,52.95,-7.25,52.75,-7.25,0.882,0.882,5.624,,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,317,52.95,-7.25,52.75,-7.25,2.169,2.169,8.362,68.131,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,317,52.95,-7.25,52.75,-7.25,0.449,0.449,8.362,65.358,IRGA,ENF,Forest,Evergreen,11,7,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2008,11,321,52.95,-7.25,52.75,-7.25,0.359,0.359,8.633,63.974,IRGA,ENF,Forest,Evergreen,11,7,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2008,11,321,52.95,-7.25,52.75,-7.25,1.818,1.818,8.633,67,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,324,52.95,-7.25,52.75,-7.25,1.704,1.704,9.521,62.436,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,324,52.95,-7.25,52.75,-7.25,0.811,0.811,9.521,60.741,IRGA,ENF,Forest,Evergreen,11,7,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2008,11,328,52.95,-7.25,52.75,-7.25,0.533,0.533,4.172,58.431,IRGA,ENF,Forest,Evergreen,11,7,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2008,11,328,52.95,-7.25,52.75,-7.25,1.123,1.123,4.172,61.051,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,335,52.95,-7.25,52.75,-7.25,1.009,1.009,1.337,70.455,IRGA,ENF,Forest,Evergreen,11,7,Brash
Ireland,IE-DOF,Dooary Forest,6446,2008,11,335,52.95,-7.25,52.75,-7.25,0.207,0.207,1.337,64.445,IRGA,ENF,Forest,Evergreen,11,7,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,182,52.95,-7.25,52.75,-7.25,4.549,4.549,14.746,28.591,IRGA,ENF,Forest,Evergreen,10,15.6,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,182,52.95,-7.25,52.75,-7.25,2.438,2.438,14.746,71.031,IRGA,ENF,Forest,Evergreen,10,15.6,Brash
Ireland,IE-DOF,Dooary Forest,6446,2010,7,188,52.95,-7.25,52.75,-7.25,2.087,2.087,12.305,57.613,IRGA,ENF,Forest,Evergreen,10,15.6,Brash
Ireland,IE-DOF,Dooary Forest,6446,2010,7,188,52.95,-7.25,52.75,-7.25,3.172,3.172,12.305,18.752,IRGA,ENF,Forest,Evergreen,10,15.6,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,195,52.95,-7.25,52.75,-7.25,3.033,3.033,13.565,31.078,IRGA,ENF,Forest,Evergreen,10,15.6,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,195,52.95,-7.25,52.75,-7.25,1.948,1.948,13.565,64.412,IRGA,ENF,Forest,Evergreen,10,15.6,Brash
Ireland,IE-DOF,Dooary Forest,6446,2010,7,200,52.95,-7.25,52.75,-7.25,2.251,2.251,13.492,68.124,IRGA,ENF,Forest,Evergreen,10,15.6,Brash
Ireland,IE-DOF,Dooary Forest,6446,2010,7,200,52.95,-7.25,52.75,-7.25,4.272,4.272,13.492,42.97,IRGA,ENF,Forest,Evergreen,10,15.6,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,209,52.95,-7.25,52.75,-7.25,3.531,3.531,13.42,31.562,IRGA,ENF,Forest,Evergreen,10,15.6,Forest floor
Ireland,IE-DOF,Dooary Forest,6446,2010,7,209,52.95,-7.25,52.75,-7.25,2.161,2.161,13.42,63.043,IRGA,ENF,Forest,Evergreen,10,15.6,Brash
Canada,CA-VOS,The valley of Salluit,10012,2010,7,206,62.2,-75.633,62.25,-75.75,1.01,1.047,9.919,,IRGA,BSV,,,10,8.7,HN
