Country,SiteID,SiteName,StudyNumber,Measure_Year,Measure_Month,Measure_DOY,Lat_Original,Long_Original,Latitude,Longitude,RS_Paper,RS_Norm,Tsoil(C),SoilMoisture(%),Meas_Method,IGBP_FromPaper,Ecosystem_type,Leaf_habit,DOY_Frequency,Tm,Comments
Belgium,BE-DIF,De Inslag Forest,3208,2001,9,269,51.3,4.52,51.25,4.75,2.299,2.383,13.432,15.782,IRGA,DBF,Forest,Deciduous,17,13.5,Grass
Belgium,BE-DIF,De Inslag Forest,3208,2001,9,270,51.3,4.52,51.25,4.75,2.385,2.472,13.463,15.782,IRGA,DBF,Forest,Deciduous,17,13.5,Oak
Belgium,BE-DIF,De Inslag Forest,3208,2001,9,270,51.3,4.52,51.25,4.75,2.384,2.471,14.024,15.782,IRGA,DBF,Forest,Deciduous,17,13.5,Oak and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,281,51.3,4.52,51.25,4.75,1.768,1.833,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Oak and end
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,282,51.3,4.52,51.25,4.75,1.648,1.708,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Pine and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,284,51.3,4.52,51.25,4.75,1.734,1.797,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Pine and Molina
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,284,51.3,4.52,51.25,4.75,1.665,1.726,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Pine and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,285,51.3,4.52,51.25,4.75,1.209,1.253,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Pine
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,285,51.3,4.52,51.25,4.75,2.341,2.427,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Oak and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,286,51.3,4.52,51.25,4.75,1.924,1.994,10.947,14.526,IRGA,DBF,Forest,Deciduous,9,14.5,Grass
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,286,51.3,4.52,51.25,4.75,1.979,2.051,12.839,14.525,IRGA,DBF,Forest,Deciduous,9,14.5,Oak and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,10,289,51.3,4.52,51.25,4.75,2.168,2.247,10.947,14.526,IRGA,DBF,Forest,Deciduous,9,14.5,Oak
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,311,51.3,4.52,51.25,4.75,1.45,1.503,8.225,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Oak
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,311,51.3,4.52,51.25,4.75,0.924,0.958,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Oak and end
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,314,51.3,4.52,51.25,4.75,0.837,0.867,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Pine
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,316,51.3,4.52,51.25,4.75,1.089,1.129,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Pine and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,316,51.3,4.52,51.25,4.75,1.752,1.816,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Oak and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,317,51.3,4.52,51.25,4.75,1.605,1.664,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Oak and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,318,51.3,4.52,51.25,4.75,0.73,0.756,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Pine and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,318,51.3,4.52,51.25,4.75,0.609,0.631,9.29,16.13,IRGA,DBF,Forest,Deciduous,13,6.6,Pine and Molina
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,322,51.3,4.52,51.25,4.75,0.83,0.86,8.107,18.064,IRGA,DBF,Forest,Deciduous,13,6.6,Grass
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,331,51.3,4.52,51.25,4.75,1.014,1.051,5.385,16.47,IRGA,DBF,Forest,Deciduous,13,6.6,Oak
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,331,51.3,4.52,51.25,4.75,1.027,1.064,5.385,16.47,IRGA,DBF,Forest,Deciduous,13,6.6,Pine and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,331,51.3,4.52,51.25,4.75,0.636,0.659,5.385,16.47,IRGA,DBF,Forest,Deciduous,13,6.6,Pine
Belgium,BE-DIF,De Inslag Forest,3208,2001,11,334,51.3,4.52,51.25,4.75,1.535,1.591,5.385,16.47,IRGA,DBF,Forest,Deciduous,13,6.6,Oak and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,335,51.3,4.52,51.25,4.75,1.294,1.341,5.385,16.47,IRGA,DBF,Forest,Deciduous,12,2.8,Oak and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,337,51.3,4.52,51.25,4.75,1.109,1.149,5.385,16.47,IRGA,DBF,Forest,Deciduous,12,2.8,Oak and end
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,339,51.3,4.52,51.25,4.75,1.075,1.114,5.385,16.47,IRGA,DBF,Forest,Deciduous,12,2.8,Pine and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,341,51.3,4.52,51.25,4.75,0.6,0.622,5.385,16.47,IRGA,DBF,Forest,Deciduous,12,2.8,Pine and Molina
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,347,51.3,4.52,51.25,4.75,0.403,0.417,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Pine
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,349,51.3,4.52,51.25,4.75,0.702,0.727,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Oak
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,350,51.3,4.52,51.25,4.75,0.685,0.71,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Pine and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,351,51.3,4.52,51.25,4.75,0.796,0.825,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Oak and end
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,353,51.3,4.52,51.25,4.75,0.951,0.986,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Oak and Prunus
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,353,51.3,4.52,51.25,4.75,0.592,0.613,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Pine and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,355,51.3,4.52,51.25,4.75,1.008,1.045,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Oak and rhodo
Belgium,BE-DIF,De Inslag Forest,3208,2001,12,358,51.3,4.52,51.25,4.75,0.454,0.47,4.675,17.734,IRGA,DBF,Forest,Deciduous,12,2.8,Pine and Molina
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,200,43.54,-80.21,43.75,-80.25,0.537,3.514,,,Soda lime,CRO,Agriculture,,12,21.7,poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,200,43.54,-80.21,43.75,-80.25,0.425,2.781,,,Soda lime,CRO,Agriculture,,12,21.7,1 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,200,43.54,-80.21,43.75,-80.25,0.345,2.258,,,Soda lime,CRO,Agriculture,,12,21.7,4 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,200,43.54,-80.21,43.75,-80.25,0.507,3.318,,,Soda lime,CRO,Agriculture,,12,21.7,Barley
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,206,43.54,-80.21,43.75,-80.25,0.381,2.493,,,Soda lime,CRO,Agriculture,,12,21.7,Barley
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,206,43.54,-80.21,43.75,-80.25,0.53,3.469,,,Soda lime,CRO,Agriculture,,12,21.7,4 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,206,43.54,-80.21,43.75,-80.25,0.612,4.005,,,Soda lime,CRO,Agriculture,,12,21.7,1 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,206,43.54,-80.21,43.75,-80.25,0.726,4.752,,,Soda lime,CRO,Agriculture,,12,21.7,poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,210,43.54,-80.21,43.75,-80.25,0.815,5.334,,,Soda lime,CRO,Agriculture,,12,21.7,poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,210,43.54,-80.21,43.75,-80.25,0.839,5.491,,,Soda lime,CRO,Agriculture,,12,21.7,1 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,210,43.54,-80.21,43.75,-80.25,0.575,3.763,,,Soda lime,CRO,Agriculture,,12,21.7,4 m from poplar row
Canada,CA-UOG,University of Guelph Agroforestry Research Station,3522,2002,7,210,43.54,-80.21,43.75,-80.25,0.43,2.814,,,Soda lime,CRO,Agriculture,,12,21.7,Barley
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,184,64.7,-148.32,64.75,-148.25,12.637,3.638,,,IRGA,ENF,Forest,Evergreen,12,15.6,TE
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,184,64.7,-148.32,64.75,-148.25,12.956,3.73,,,IRGA,ENF,Forest,Evergreen,12,15.6,TW
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,189,64.7,-148.32,64.75,-148.25,16.846,4.85,,,IRGA,ENF,Forest,Evergreen,12,15.6,TE
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,190,64.7,-148.32,64.75,-148.25,15.484,4.458,,,IRGA,ENF,Forest,Evergreen,12,15.6,PP
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,190,64.7,-148.32,64.75,-148.25,18.129,5.219,,,IRGA,ENF,Forest,Evergreen,12,15.6,TW
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,197,64.7,-148.32,64.75,-148.25,8.031,2.312,,,IRGA,ENF,Forest,Evergreen,12,15.6,TW
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,197,64.7,-148.32,64.75,-148.25,8.374,2.411,,,IRGA,ENF,Forest,Evergreen,12,15.6,TE
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,202,64.7,-148.32,64.75,-148.25,9.208,2.651,,,IRGA,ENF,Forest,Evergreen,12,15.6,TE
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,203,64.7,-148.32,64.75,-148.25,13.684,3.939,,,IRGA,ENF,Forest,Evergreen,12,15.6,TW
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,205,64.7,-148.32,64.75,-148.25,16.09,4.632,,,IRGA,ENF,Forest,Evergreen,12,15.6,PP
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,209,64.7,-148.32,64.75,-148.25,8.729,2.513,,,IRGA,ENF,Forest,Evergreen,12,15.6,TE
USA,US-BCL,Bonanza Creek LTER,3669,2003,7,210,64.7,-148.32,64.75,-148.25,4.28,1.232,,,IRGA,ENF,Forest,Evergreen,12,15.6,TW
Norway,NO-END,Endalen,3811,2004,8,221,78,19,78.25,19.25,1.558,1.615,6.192,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,8,221,78,19,78.25,19.25,1.417,1.469,6.192,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,8,221,78,19,78.25,19.25,1.145,1.187,6.192,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,8,227,78,19,78.25,19.25,0.787,0.815,5.387,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,8,227,78,19,78.25,19.25,1.219,1.263,5.387,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,8,227,78,19,78.25,19.25,1.198,1.242,5.387,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,8,240,78,19,78.25,19.25,1.291,1.338,4.468,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,8,240,78,19,78.25,19.25,0.851,0.882,4.468,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,8,240,78,19,78.25,19.25,0.974,1.009,4.468,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,9,248,78,19,78.25,19.25,0.88,0.912,5.275,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,9,248,78,19,78.25,19.25,0.898,0.931,5.275,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,9,248,78,19,78.25,19.25,1.275,1.321,5.275,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,9,256,78,19,78.25,19.25,0.428,0.443,0.328,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,9,256,78,19,78.25,19.25,0.442,0.458,0.328,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,9,256,78,19,78.25,19.25,0.35,0.362,0.328,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,9,267,78,19,78.25,19.25,0.396,0.41,-0.015,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,9,267,78,19,78.25,19.25,0.535,0.554,-0.015,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,9,267,78,19,78.25,19.25,0.49,0.508,-0.015,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,10,276,78,19,78.25,19.25,0.333,0.345,-0.13,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,10,276,78,19,78.25,19.25,0.66,0.684,-0.13,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,10,276,78,19,78.25,19.25,0.178,0.184,-0.13,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,10,286,78,19,78.25,19.25,0.225,0.233,-2.66,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2004,10,286,78,19,78.25,19.25,0.377,0.39,-2.66,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,10,286,78,19,78.25,19.25,0.254,0.263,-2.66,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,10,304,78,19,78.25,19.25,0.191,0.198,-2.312,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2004,10,304,78,19,78.25,19.25,0.297,0.307,-2.312,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2004,10,304,78,19,78.25,19.25,0.131,0.135,-2.312,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,5,128,78,19,78.25,19.25,0.268,0.277,-5.279,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,5,128,78,19,78.25,19.25,0.248,0.257,-4.702,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,5,128,78,19,78.25,19.25,0.29,0.3,-3.323,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,5,142,78,19,78.25,19.25,0.242,0.25,-0.559,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,5,142,78,19,78.25,19.25,0.404,0.418,-3.666,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,5,142,78,19,78.25,19.25,0.361,0.374,-3.666,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,5,148,78,19,78.25,19.25,0.704,0.729,-0.673,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,5,148,78,19,78.25,19.25,0.419,0.434,-0.673,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,5,148,78,19,78.25,19.25,0.649,0.672,-0.213,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,7,189,78,19,78.25,19.25,1.321,1.369,9.459,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,7,189,78,19,78.25,19.25,1.966,2.038,9.459,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,7,189,78,19,78.25,19.25,1.311,1.359,8.19,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,7,198,78,19,78.25,19.25,0.484,0.501,5.893,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,7,198,78,19,78.25,19.25,1.339,1.388,5.893,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,7,198,78,19,78.25,19.25,1.21,1.254,5.893,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,7,204,78,19,78.25,19.25,1.649,1.709,7.734,,IRGA,CSH,Shrubland,Deciduous,9,,Dryas
Norway,NO-END,Endalen,3811,2005,7,204,78,19,78.25,19.25,1.526,1.582,7.734,,IRGA,CSH,Shrubland,Deciduous,9,,Salix
Norway,NO-END,Endalen,3811,2005,7,204,78,19,78.25,19.25,1.045,1.083,7.734,,IRGA,CSH,Shrubland,Deciduous,9,,Cassiope
Norway,NO-END,Endalen,3811,2005,8,216,78,19,78.25,19.25,1.139,1.18,7.506,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,8,216,78,19,78.25,19.25,1.4,1.451,7.506,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,8,216,78,19,78.25,19.25,1.585,1.643,7.506,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,8,225,78,19,78.25,19.25,1.146,1.188,6.242,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,8,225,78,19,78.25,19.25,1.133,1.174,6.242,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,8,225,78,19,78.25,19.25,0.749,0.776,6.242,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,8,234,78,19,78.25,19.25,0.764,0.792,5.322,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,8,234,78,19,78.25,19.25,1.07,1.109,5.322,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,8,234,78,19,78.25,19.25,1.255,1.301,5.322,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,8,240,78,19,78.25,19.25,1.08,1.119,4.518,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,8,240,78,19,78.25,19.25,0.85,0.881,4.518,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,8,240,78,19,78.25,19.25,0.92,0.953,4.518,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,9,247,78,19,78.25,19.25,0.437,0.453,3.483,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,9,247,78,19,78.25,19.25,0.865,0.896,3.483,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,9,247,78,19,78.25,19.25,0.753,0.78,3.483,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,9,253,78,19,78.25,19.25,0.408,0.423,0.263,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,9,253,78,19,78.25,19.25,0.629,0.652,0.263,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,9,253,78,19,78.25,19.25,0.359,0.372,0.263,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,9,263,78,19,78.25,19.25,0.343,0.355,-0.312,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Norway,NO-END,Endalen,3811,2005,9,263,78,19,78.25,19.25,0.404,0.418,-0.312,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,9,263,78,19,78.25,19.25,0.424,0.439,-0.312,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,9,269,78,19,78.25,19.25,0.22,0.228,-1.923,,IRGA,CSH,Shrubland,Deciduous,12,,Dryas
Norway,NO-END,Endalen,3811,2005,9,269,78,19,78.25,19.25,0.408,0.423,-1.923,,IRGA,CSH,Shrubland,Deciduous,12,,Salix
Norway,NO-END,Endalen,3811,2005,9,269,78,19,78.25,19.25,0.249,0.258,-1.923,,IRGA,CSH,Shrubland,Deciduous,12,,Cassiope
Canada,CA-SCH,Schefferville,4184,1987,6,153,54.8,-66.82,54.75,-66.75,0.992,0.27,,,Gas chromatography,WET,Wetland,Evergreen,12,8,String
Canada,CA-SCH,Schefferville,4184,1987,6,153,54.8,-66.82,54.75,-66.75,0.939,0.256,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Flark
Canada,CA-SCH,Schefferville,4184,1987,6,153,54.8,-66.82,54.75,-66.75,0.242,0.066,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Wet
Canada,CA-SCH,Schefferville,4184,1987,6,161,54.8,-66.82,54.75,-66.75,0.2,0.054,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Wet
Canada,CA-SCH,Schefferville,4184,1987,6,161,54.8,-66.82,54.75,-66.75,0.787,0.214,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Flark
Canada,CA-SCH,Schefferville,4184,1987,6,161,54.8,-66.82,54.75,-66.75,1.311,0.357,,,Gas chromatography,WET,Wetland,Evergreen,12,8,String
Canada,CA-SCH,Schefferville,4184,1987,6,171,54.8,-66.82,54.75,-66.75,2.377,0.648,,,Gas chromatography,WET,Wetland,Evergreen,12,8,String
Canada,CA-SCH,Schefferville,4184,1987,6,171,54.8,-66.82,54.75,-66.75,2.007,0.547,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Flark
Canada,CA-SCH,Schefferville,4184,1987,6,171,54.8,-66.82,54.75,-66.75,0.326,0.088,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Wet
Canada,CA-SCH,Schefferville,4184,1987,6,181,54.8,-66.82,54.75,-66.75,0.325,0.088,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Wet
Canada,CA-SCH,Schefferville,4184,1987,6,181,54.8,-66.82,54.75,-66.75,2.088,0.569,,,Gas chromatography,WET,Wetland,Evergreen,12,8,Flark
Canada,CA-SCH,Schefferville,4184,1987,6,181,54.8,-66.82,54.75,-66.75,2.504,0.682,,,Gas chromatography,WET,Wetland,Evergreen,12,8,String
Canada,CA-SCH,Schefferville,4184,1987,8,222,54.8,-66.82,54.75,-66.75,3.141,0.856,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,String
Canada,CA-SCH,Schefferville,4184,1987,8,222,54.8,-66.82,54.75,-66.75,2.936,0.8,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Flark
Canada,CA-SCH,Schefferville,4184,1987,8,222,54.8,-66.82,54.75,-66.75,0.448,0.122,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Wet
Canada,CA-SCH,Schefferville,4184,1987,8,232,54.8,-66.82,54.75,-66.75,0.236,0.064,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Wet
Canada,CA-SCH,Schefferville,4184,1987,8,232,54.8,-66.82,54.75,-66.75,4.769,1.3,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Flark
Canada,CA-SCH,Schefferville,4184,1987,8,232,54.8,-66.82,54.75,-66.75,2.905,0.792,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,String
Canada,CA-SCH,Schefferville,4184,1987,8,241,54.8,-66.82,54.75,-66.75,2.179,0.594,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,String
Canada,CA-SCH,Schefferville,4184,1987,8,241,54.8,-66.82,54.75,-66.75,3.16,0.861,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Flark
Canada,CA-SCH,Schefferville,4184,1987,8,241,54.8,-66.82,54.75,-66.75,0.193,0.052,,,Gas chromatography,WET,Wetland,Evergreen,9,10.9,Wet
Canada,CA-SCH,Schefferville,4184,1987,9,246,54.8,-66.82,54.75,-66.75,0.213,0.058,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Wet
Canada,CA-SCH,Schefferville,4184,1987,9,246,54.8,-66.82,54.75,-66.75,2.524,0.688,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Flark
Canada,CA-SCH,Schefferville,4184,1987,9,246,54.8,-66.82,54.75,-66.75,1.517,0.413,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,String
Canada,CA-SCH,Schefferville,4184,1987,9,256,54.8,-66.82,54.75,-66.75,1.538,0.419,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,String
Canada,CA-SCH,Schefferville,4184,1987,9,256,54.8,-66.82,54.75,-66.75,3.427,0.934,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Flark
Canada,CA-SCH,Schefferville,4184,1987,9,256,54.8,-66.82,54.75,-66.75,0.191,0.052,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Wet
Canada,CA-SCH,Schefferville,4184,1987,9,269,54.8,-66.82,54.75,-66.75,0.212,0.057,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Wet
Canada,CA-SCH,Schefferville,4184,1987,9,269,54.8,-66.82,54.75,-66.75,1.585,0.432,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,Flark
Canada,CA-SCH,Schefferville,4184,1987,9,269,54.8,-66.82,54.75,-66.75,0.811,0.221,,,Gas chromatography,WET,Wetland,Evergreen,9,7.7,String
Finland,FI-HFS,Hyyti Forestry Station,4604,2005,1,15,61.78,24.3,61.75,24.25,0.139,0.139,0.31,13.643,IRGA,ENF,Forest,Evergreen,9,-3.4,VSR I
