StudyNumber,Country,SiteName,SiteID,RS_Paper,RS_Norm,Measure_Year,Measure_Season,Measure_Month,Measure_DOY,Lat_Original,Long_Original,Tsoil(C),SoilMoisture(%),TimeLable,MiddleClimate,MiddleVegType,Meas_Method,Comments
10088,China,CN-TibetDamXung,CN-Tib,,1.628823,2013,Autumn,9,247,30.3,91.04,18.445,22.604,15,E,GRA,IRGA,
10088,China,CN-TibetDamXung,CN-Tib,,0.974598,2013,Autumn,9,247,30.3,91.04,,,3,E,GRA,IRGA,
10088,China,CN-TibetDamXung,CN-Tib,,1.315708,2013,Autumn,9,247,30.3,91.04,9.175,22.067,5,E,GRA,IRGA,
10088,China,CN-TibetDamXung,CN-Tib,,2.098497,2013,Autumn,9,247,30.3,91.04,9.664,22.426,7,E,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.874,4.016,2009,Summer,7,205,49.316,120.05,17.948,,24,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.835,3.976,2009,Summer,7,205,49.316,120.05,17.451,,1,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.895,4.038,2009,Summer,7,205,49.316,120.05,17.071,,2,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.696,3.832,2009,Summer,7,205,49.316,120.05,16.573,,3,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.415,3.54,2009,Summer,7,205,49.316,120.05,16.164,,4,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.349,3.472,2009,Summer,7,205,49.316,120.05,15.813,,5,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.585,3.716,2009,Summer,7,205,49.316,120.05,15.608,,6,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.853,3.994,2009,Summer,7,205,49.316,120.05,15.783,,7,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.314,4.472,2009,Summer,7,205,49.316,120.05,16.338,,8,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.792,4.968,2009,Summer,7,205,49.316,120.05,17.303,,9,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.242,5.434,2009,Summer,7,205,49.316,120.05,19.029,,10,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.768,5.98,2009,Summer,7,205,49.316,120.05,21.076,,11,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.026,6.247,2009,Summer,7,205,49.316,120.05,23.124,,12,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.306,6.538,2009,Summer,7,205,49.316,120.05,24.849,,13,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.338,6.571,2009,Summer,7,205,49.316,120.05,25.843,,14,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.063,6.286,2009,Summer,7,205,49.316,120.05,26.136,,15,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.831,6.045,2009,Summer,7,205,49.316,120.05,25.902,,16,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.716,5.926,2009,Summer,7,205,49.316,120.05,25.17,,17,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.545,5.749,2009,Summer,7,205,49.316,120.05,24.263,,18,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.061,5.247,2009,Summer,7,205,49.316,120.05,23.327,,19,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.318,4.476,2009,Summer,7,205,49.316,120.05,22.303,,20,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.037,4.185,2009,Summer,7,205,49.316,120.05,21.25,,21,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.482,4.646,2009,Summer,7,205,49.316,120.05,20.167,,22,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.575,4.743,2009,Summer,7,205,49.316,120.05,19.436,,23,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.25,4.406,2009,Summer,7,206,49.316,120.05,18.734,,24,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.887,4.03,2009,Summer,7,206,49.316,120.05,18.178,,1,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.726,3.863,2009,Summer,7,206,49.316,120.05,17.68,,2,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.913,4.057,2009,Summer,7,206,49.316,120.05,17.095,,3,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.609,3.741,2009,Summer,7,206,49.316,120.05,16.714,,4,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.538,3.668,2009,Summer,7,206,49.316,120.05,16.393,,5,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.839,3.98,2009,Summer,7,206,49.316,120.05,16.217,,6,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.911,4.054,2009,Summer,7,206,49.316,120.05,16.451,,7,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.097,4.247,2009,Summer,7,206,49.316,120.05,16.889,,8,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.498,4.663,2009,Summer,7,206,49.316,120.05,17.854,,9,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.047,5.232,2009,Summer,7,206,49.316,120.05,19.287,,10,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.381,5.579,2009,Summer,7,206,49.316,120.05,21.393,,11,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.721,5.931,2009,Summer,7,206,49.316,120.05,23.616,,12,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.061,6.284,2009,Summer,7,206,49.316,120.05,25.517,,13,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.138,6.363,2009,Summer,7,206,49.316,120.05,26.658,,14,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.774,5.986,2009,Summer,7,206,49.316,120.05,27.126,,15,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.73,5.94,2009,Summer,7,206,49.316,120.05,26.043,,16,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.63,5.837,2009,Summer,7,206,49.316,120.05,25.341,,17,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.41,5.609,2009,Summer,7,206,49.316,120.05,24.679,,18,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.948,5.13,2009,Summer,7,206,49.316,120.05,23.995,,19,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.184,4.337,2009,Summer,7,206,49.316,120.05,23.029,,20,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.2,4.354,2009,Summer,7,206,49.316,120.05,22.005,,21,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.551,4.718,2009,Summer,7,206,49.316,120.05,21.157,,22,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.523,4.689,2009,Summer,7,206,49.316,120.05,20.484,,23,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.271,4.428,2009,Summer,7,207,49.316,120.05,19.928,,24,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.242,4.398,2009,Summer,7,207,49.316,120.05,19.431,,1,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.072,4.221,2009,Summer,7,207,49.316,120.05,18.933,,2,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.708,3.844,2009,Summer,7,207,49.316,120.05,18.523,,3,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.686,3.821,2009,Summer,7,207,49.316,120.05,18.289,,4,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.636,3.769,2009,Summer,7,207,49.316,120.05,17.909,,5,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.768,3.906,2009,Summer,7,207,49.316,120.05,17.733,,6,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,3.884,4.026,2009,Summer,7,207,49.316,120.05,17.85,,7,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.182,4.335,2009,Summer,7,207,49.316,120.05,18.288,,8,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.557,4.724,2009,Summer,7,207,49.316,120.05,19.107,,9,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.038,5.223,2009,Summer,7,207,49.316,120.05,20.569,,10,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.435,5.635,2009,Summer,7,207,49.316,120.05,22.471,,11,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.749,5.96,2009,Summer,7,207,49.316,120.05,24.401,,12,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.069,6.292,2009,Summer,7,207,49.316,120.05,26.302,,13,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,6.042,6.264,2009,Summer,7,207,49.316,120.05,27.501,,14,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.948,6.166,2009,Summer,7,207,49.316,120.05,27.968,,15,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.7,5.909,2009,Summer,7,207,49.316,120.05,27.676,,16,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.49,5.692,2009,Summer,7,207,49.316,120.05,27.003,,17,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,5.103,5.29,2009,Summer,7,207,49.316,120.05,26.125,,18,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.934,5.115,2009,Summer,7,207,49.316,120.05,25.189,,19,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.8,4.976,2009,Summer,7,207,49.316,120.05,24.224,,20,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.607,4.776,2009,Summer,7,207,49.316,120.05,23.258,,21,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.474,4.638,2009,Summer,7,207,49.316,120.05,22.468,,22,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.402,4.564,2009,Summer,7,207,49.316,120.05,21.7,,23,Dsw,GRA,IRGA,
10125,China,Hulunber Inner Mongolia,CN-HLB,4.16,4.313,2009,Summer,7,207,49.316,120.05,21.181,,24,Dsw,GRA,IRGA,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.128128,2008,Winter,7,210,-26.254,21.354,,,10,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.104686,2008,Winter,7,210,-26.254,21.354,,,12,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.148922,2008,Winter,7,210,-26.254,21.354,,,14,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.144105,2008,Winter,7,210,-26.254,21.354,,,16,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,-0.026017,2008,Winter,7,210,-26.254,21.354,,,17,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,-0.061453,2008,Winter,7,210,-26.254,21.354,,,19,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.084679,2008,Winter,7,210,-26.254,21.354,,,8,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Khawa,ZA-Kha,,0.526866,2008,Winter,7,210,-26.254,21.354,,,21,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.088614,2008,Winter,8,217,-20.436,22.304,,,13,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.082008,2008,Winter,8,217,-20.436,22.304,,,11,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,0.062025,2008,Winter,8,217,-20.436,22.304,,,15,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.071683,2008,Winter,8,217,-20.436,22.304,,,17,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.042041,2008,Winter,8,217,-20.436,22.304,,,19,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.11742,2008,Winter,8,217,-20.436,22.304,,,8,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,0.060236,2008,Winter,8,217,-20.436,22.304,,,21,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Ngami,ZA-Nga,,-0.081484,2008,Winter,8,217,-20.436,22.304,,,9,B,MF,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,0.063098,2008,Winter,8,219,-22.471,21.573,,,13,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,0.069393,2008,Winter,8,219,-22.471,21.573,,,11,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,-0.031549,2008,Winter,8,219,-22.471,21.573,,,15,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,-0.082008,2008,Winter,8,219,-22.471,21.573,,,17,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,0.227115,2008,Winter,8,219,-22.471,21.573,,,19,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,-0.100942,2008,Winter,8,219,-22.471,21.573,,,8,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,0.056779,2008,Winter,8,219,-22.471,21.573,,,9,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Takatshwaane,ZA-Tak,,0.195566,2008,Winter,8,219,-22.471,21.573,,,21,B,SH,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.21004,2008,Winter,7,207,-25.565,22.254,,,13,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.092668,2008,Winter,7,207,-25.565,22.254,,,11,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.117373,2008,Winter,7,207,-25.565,22.254,,,15,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,-0.037058,2008,Winter,7,207,-25.565,22.254,,,17,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.024705,2008,Winter,7,207,-25.565,22.254,,,7,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.067963,2008,Winter,7,207,-25.565,22.254,,,19,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.018529,2008,Winter,7,207,-25.565,22.254,,,9,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tsabong,ZA-Tsa,,0.067724,2008,Winter,7,207,-25.565,22.254,,,21,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.202958,2008,Winter,8,214,-24.115,21.515,,,13,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.101467,2008,Winter,8,214,-24.115,21.515,,,10,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.152213,2008,Winter,8,214,-24.115,21.515,,,11,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.152213,2008,Winter,8,214,-24.115,21.515,,,15,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.133183,2008,Winter,8,214,-24.115,21.515,,,17,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.139526,2008,Winter,8,214,-24.115,21.515,,,19,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.006343,2008,Winter,8,214,-24.115,21.515,,,8,B,GRA,Gas chromatography,
10126,SouthAfrica,ZA-Tshane,ZA-Tsh,,0.088757,2008,Winter,8,214,-24.115,21.515,,,21,B,GRA,Gas chromatography,
10127,China,CN-GonggaMountain,CN-Gon,,6.531882,2007,Summer,7,182,29.75,101.75,12.43,,9,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,5.723173,2007,Summer,7,182,29.75,101.75,13.61,,9,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,13.499222,2007,Summer,7,182,29.75,101.75,16.93,,9,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,7.475376,2007,Summer,7,182,29.75,101.75,12.48,,21,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,4.758942,2007,Summer,7,182,29.75,101.75,13.03,,21,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,7.713841,2007,Summer,7,182,29.75,101.75,12.41,,21,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,7.579057,2007,Summer,7,182,29.75,101.75,13.08,,11,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,7.589425,2007,Summer,7,182,29.75,101.75,13.67,,11,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,17.42872,2007,Summer,7,182,29.75,101.75,18.74,,11,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,7.962675,2007,Summer,7,182,29.75,101.75,12.81,,23,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,2.820114,2007,Summer,7,182,29.75,101.75,12.77,,23,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,9.372732,2007,Summer,7,182,29.75,101.75,12.27,,23,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,6.936236,2007,Summer,7,182,29.75,101.75,11.75,,1,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,6.946604,2007,Summer,7,182,29.75,101.75,14.24,,1,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,10.015552,2007,Summer,7,182,29.75,101.75,13.02,,13,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,7.82789,2007,Summer,7,182,29.75,101.75,15.07,,13,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,19.543805,2007,Summer,7,182,29.75,101.75,18.64,,13,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,2.550544,2007,Summer,7,182,29.75,101.75,12.61,,1,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,7.164334,2007,Summer,7,182,29.75,101.75,11.55,,3,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,4.064282,2007,Summer,7,182,29.75,101.75,12.6,,3,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,5.806117,2007,Summer,7,182,29.75,101.75,14.62,,3,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,8.335925,2007,Summer,7,182,29.75,101.75,13.17,,15,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,4.98704,2007,Summer,7,182,29.75,101.75,13.36,,15,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,10.046656,2007,Summer,7,182,29.75,101.75,18.3,,15,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,4.4479,2007,Summer,7,182,29.75,101.75,11.49,,5,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,5.152929,2007,Summer,7,182,29.75,101.75,12.01,,5,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,11.985485,2007,Summer,7,182,29.75,101.75,15.39,,5,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,9.082426,2007,Summer,7,182,29.75,101.75,13.03,,17,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,4.624158,2007,Summer,7,182,29.75,101.75,13.55,,17,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,13.271125,2007,Summer,7,182,29.75,101.75,18.19,,17,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,5.930534,2007,Summer,7,182,29.75,101.75,11.14,,7,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,4.116122,2007,Summer,7,182,29.75,101.75,12.21,,7,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,10.368066,2007,Summer,7,182,29.75,101.75,13.61,,7,Cw,SH,,
10127,China,CN-GonggaMountain,CN-Gon,,6.656299,2007,Summer,7,182,29.75,101.75,12.69,,19,Cw,EF,,
10127,China,CN-GonggaMountain,CN-Gon,,2.903059,2007,Summer,7,182,29.75,101.75,12.98,,19,Cw,MF,,
10127,China,CN-GonggaMountain,CN-Gon,,6.500778,2007,Summer,7,182,29.75,101.75,17.54,,19,Cw,SH,,
10128,China,CN-Kenli,CN-Ken,,2.228097,,Spring,5,125,37.455,118.592,,,13,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.034215,,Spring,5,125,37.455,118.592,,,9,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,1.898393,,Spring,5,125,37.455,118.592,,,15,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,1.62986,,Spring,5,125,37.455,118.592,,,15,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,1.260757,,Spring,5,125,37.455,118.592,,,17,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,1.720062,,Spring,5,125,37.455,118.592,,,7,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,1.923276,,Spring,5,125,37.455,118.592,,,7,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,4.159668,,Spring,5,137,37.455,118.592,,,13,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.537584,,Spring,5,137,37.455,118.592,,,11,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.569725,,Spring,5,137,37.455,118.592,,,15,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.947641,,Spring,5,137,37.455,118.592,,,17,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.294453,,Spring,5,137,37.455,118.592,,,7,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.348367,,Spring,5,137,37.455,118.592,,,19,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.830482,,Spring,5,137,37.455,118.592,,,9,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.016071,,Summer,6,163,37.455,118.592,,,9,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,4.134785,,Summer,6,163,37.455,118.592,,,11,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.857957,,Summer,6,163,37.455,118.592,,,13,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.036807,,Summer,6,163,37.455,118.592,,,15,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.567133,,Summer,6,163,37.455,118.592,,,17,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.34422,,Summer,6,163,37.455,118.592,,,7,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,2.333852,,Summer,6,163,37.455,118.592,,,19,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,5.62986,,Summer,7,190,37.455,118.592,,,13,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.988595,,Summer,7,190,37.455,118.592,,,11,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,4.36703,,Summer,7,190,37.455,118.592,,,15,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.593572,,Summer,7,190,37.455,118.592,,,17,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.224469,,Summer,7,190,37.455,118.592,,,7,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.006739,,Summer,7,190,37.455,118.592,,,19,Cw,GRA,,
10128,China,CN-Kenli,CN-Ken,,3.212027,,Summer,7,190,37.455,118.592,,,9,Cw,GRA,,
10129,China,CN-Hetian,CN-Het,,1.114049,2004,Autumn,,9999,25.4,116.18,12.918,,1,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,3.32452,2004,Spring,,9999,25.4,116.18,19.478,,1,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,4.020218,2004,Summer,,9999,25.4,116.18,26.431,,1,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,1.036807,2004,Autumn,,9999,25.4,116.18,15.283,,1,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,5.346812,2004,Spring,,9999,25.4,116.18,21.35,,1,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,5.783307,2004,Summer,,9999,25.4,116.18,28.422,,1,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,1.870399,2004,Autumn,,9999,25.4,116.18,13.838,,1,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,2.819077,2004,Spring,,9999,25.4,116.18,18.983,,1,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,6.947641,2004,Summer,,9999,25.4,116.18,24.699,,1,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,1.449974,2004,Autumn,,9999,25.4,116.18,16.7175,,13,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,4.212027,2004,Spring,,9999,25.4,116.18,23.024,,13,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,4.998445,2004,Summer,,9999,25.4,116.18,28.8765,,13,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,1.735614,2004,Autumn,,9999,25.4,116.18,20.462,,13,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,7.764645,2004,Spring,,9999,25.4,116.18,25.527,,13,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,10.012442,2004,Summer,,9999,25.4,116.18,35.154,,13,Cf,GRA,,
10129,China,CN-Hetian,CN-Het,,2.351477,2004,Autumn,,9999,25.4,116.18,15.076,,13,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,4.759979,2004,Spring,,9999,25.4,116.18,19.88,,13,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,7.101089,2004,Summer,,9999,25.4,116.18,24.937,,13,Cf,MF,,
10129,China,CN-Hetian,CN-Het,,1.299637,2004,Autumn,,9999,25.4,116.18,14.6615,,11,Cf,EF,,
10129,China,CN-Hetian,CN-Het,,3.54225,2004,Spring,,9999,25.4,116.18,21.692,,11,Cf,EF,,
